seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
147,22,22,0,0,0,0,0,0,0,0
0,22,22,0,0,0,0,0,0,0,0
15,22,22,clash_this,0,1358,0,487,391,1455,0
173,22,23,match_tap,799,300,179,320,249,1778,0
0,22,23,0,0,0,0,0,0,0,0
157,22,23,0,0,0,0,0,0,0,0
157,22,23,0,0,0,0,0,0,0,0
27,22,24,0,0,0,0,0,0,0,0
27,22,24,0,0,0,0,0,0,0,0
157,22,24,0,0,0,0,0,0,0,0
43,22,24,clash_this,423,245,0,295,597,1723,0
0,22,25,0,0,0,0,0,0,0,0
87,22,25,match_this,1492,0,0,175,658,994,0
79,22,25,0,0,0,0,0,0,0,0
79,22,25,0,0,0,0,0,0,0,0
113,22,26,0,0,0,0,0,0,0,0
113,22,26,0,0,0,0,0,0,0,0
121,22,26,clash_tap,1083,492,0,431,201,1164,0
79,22,26,0,0,0,0,0,0,0,0
197,22,27,match_tap,0,0,271,955,617,1548,0
0,22,27,0,0,0,0,0,0,0,0
167,22,27,0,0,0,0,0,0,0,0
167,22,27,0,0,0,0,0,0,0,0
3,22,28,0,0,0,0,0,0,0,0
3,22,28,0,0,0,0,0,0,0,0
33,22,28,clash_tap,848,603,264,479,394,1224,0
0,22,28,0,0,0,0,0,0,0,0
73,22,29,match_tap,1278,227,0,704,0,1190,0
127,22,29,0,0,0,0,0,0,0,0
7,22,29,0,0,0,0,0,0,0,0
7,22,29,0,0,0,0,0,0,0,0
127,22,30,0,0,0,0,0,0,0,0
127,22,30,0,0,0,0,0,0,0,0
193,22,30,clash_tap,788,392,182,459,393,699,0
7,22,30,0,0,0,0,0,0,0,0
153,22,31,0,0,0,0,0,0,0,0
47,22,31,match_this,262,359,128,199,567,952,0
133,22,31,0,0,0,0,0,0,0,0
133,22,31,0,0,0,0,0,0,0,0
153,22,32,0,0,0,0,0,0,0,0
153,22,32,0,0,0,0,0,0,0,0
133,22,32,0,0,0,0,0,0,0,0
67,22,32,clash_this,0,390,0,937,736,829,0
0,22,33,0,0,0,0,0,0,0,0
179,22,33,match_this,375,291,0,162,354,1147,0
177,22,33,0,0,0,0,0,0,0,0
177,22,33,0,0,0,0,0,0,0,0
21,22,34,0,0,0,0,0,0,0,0
21,22,34,0,0,0,0,0,0,0,0
0,22,34,0,0,0,0,0,0,0,0
23,22,34,clash_this,0,646,0,558,0,1391,0
73,22,35,0,0,0,0,0,0,0,0
127,22,35,match_this,0,160,313,379,210,797,0
121,22,35,0,0,0,0,0,0,0,0
121,22,35,0,0,0,0,0,0,0,0
73,22,36,0,0,0,0,0,0,0,0
73,22,36,0,0,0,0,0,0,0,0
121,22,36,0,0,0,0,0,0,0,0
79,22,36,clash_this,422,1113,0,320,1764,1106,0
0,22,37,0,0,0,0,0,0,0,0
103,22,37,match_this,0,997,0,297,622,1178,0
163,22,37,0,0,0,0,0,0,0,0
37,22,37,0,0,0,0,0,0,0,0
97,22,38,0,0,0,0,0,0,0,0
97,22,38,0,0,0,0,0,0,0,0
0,22,38,0,0,0,0,0,0,0,0
163,22,38,clash_this,0,0,438,587,216,820,0
113,22,39,match_tap,0,0,0,390,574,734,0
0,22,39,0,0,0,0,0,0,0,0
137,22,39,0,0,0,0,0,0,0,0
63,22,39,0,0,0,0,0,0,0,0
87,22,40,0,0,0,0,0,0,0,0
87,22,40,0,0,0,0,0,0,0,0
137,22,40,clash_tap,1322,1188,0,367,583,1314,0
0,22,40,0,0,0,0,0,0,0,0
97,23,1,0,0,0,0,0,0,0,0
103,23,1,0,0,0,0,0,0,0,0
17,23,1,clash_tap,1020,0,113,660,368,185,0
183,23,1,0,0,0,0,0,0,0,0
97,23,2,match_tap,1067,832,135,526,612,1927,0
103,23,2,0,0,0,0,0,0,0,0
17,23,2,0,0,0,0,0,0,0,0
183,23,2,0,0,0,0,0,0,0,0
81,23,3,0,0,0,0,0,0,0,0
119,23,3,0,0,0,0,0,0,0,0
13,23,3,0,0,0,0,0,0,0,0
187,23,3,clash_this,0,212,394,647,900,1277,0
81,23,4,0,0,0,0,0,0,0,0
119,23,4,match_this,1035,1347,0,1189,660,1154,0
187,23,4,0,0,0,0,0,0,0,0
187,23,4,0,0,0,0,0,0,0,0
81,23,5,0,0,0,0,0,0,0,0
119,23,5,0,0,0,0,0,0,0,0
133,23,5,clash_tap,0,0,374,707,657,1800,0
67,23,5,0,0,0,0,0,0,0,0
81,23,6,match_tap,1158,1004,162,531,600,0,0
119,23,6,0,0,0,0,0,0,0,0
133,23,6,0,0,0,0,0,0,0,0
67,23,6,0,0,0,0,0,0,0,0
141,23,7,0,0,0,0,0,0,0,0
59,23,7,0,0,0,0,0,0,0,0
49,23,7,0,0,0,0,0,0,0,0
151,23,7,clash_this,1389,1040,245,750,0,1606,0
141,23,8,0,0,0,0,0,0,0,0
141,23,8,0,0,0,0,0,0,0,0
49,23,8,0,0,0,0,0,0,0,0
151,23,8,0,0,0,0,0,0,0,0
61,23,9,0,0,0,0,0,0,0,0
139,23,9,0,0,0,0,0,0,0,0
183,23,9,clash_tap,0,0,0,671,583,1357,0
17,23,9,0,0,0,0,0,0,0,0
61,23,10,match_tap,1298,596,192,643,680,1271,0
139,23,10,0,0,0,0,0,0,0,0
0,23,10,0,0,0,0,0,0,0,0
183,23,10,0,0,0,0,0,0,0,0
157,23,11,0,0,0,0,0,0,0,0
0,23,11,0,0,0,0,0,0,0,0
197,23,11,0,0,0,0,0,0,0,0
3,23,11,clash_this,441,432,348,464,467,1222,0
43,23,12,0,0,0,0,0,0,0,0
157,23,12,match_this,1323,1020,0,867,789,0,0
197,23,12,0,0,0,0,0,0,0,0
3,23,12,0,0,0,0,0,0,0,0
0,23,13,0,0,0,0,0,0,0,0
39,23,13,0,0,0,0,0,0,0,0
93,23,13,clash_tap,873,883,0,395,0,1029,0
107,23,13,0,0,0,0,0,0,0,0
39,23,14,match_tap,1216,650,104,669,468,826,0
161,23,14,0,0,0,0,0,0,0,0
93,23,14,0,0,0,0,0,0,0,0
93,23,14,0,0,0,0,0,0,0,0
9,23,15,0,0,0,0,0,0,0,0
0,23,15,0,0,0,0,0,0,0,0
33,23,15,0,0,0,0,0,0,0,0
167,23,15,clash_this,1546,553,0,770,456,1139,0
191,23,16,0,0,0,0,0,0,0,0
9,23,16,match_this,1117,651,0,367,152,150,0
33,23,16,0,0,0,0,0,0,0,0
167,23,16,0,0,0,0,0,0,0,0
0,23,17,0,0,0,0,0,0,0,0
143,23,17,0,0,0,0,0,0,0,0
27,23,17,clash_tap,0,935,179,972,803,936,0
173,23,17,0,0,0,0,0,0,0,0
143,23,18,match_tap,0,868,104,672,676,1648,0
57,23,18,0,0,0,0,0,0,0,0
0,23,18,0,0,0,0,0,0,0,0
27,23,18,0,0,0,0,0,0,0,0
53,23,19,0,0,0,0,0,0,0,0
147,23,19,0,0,0,0,0,0,0,0
93,23,19,0,0,0,0,0,0,0,0
107,23,19,clash_this,736,0,0,618,780,1039,0
53,23,20,0,0,0,0,0,0,0,0
53,23,20,0,0,0,0,0,0,0,0
93,23,20,0,0,0,0,0,0,0,0
107,23,20,0,0,0,0,0,0,0,0
53,23,21,0,0,0,0,0,0,0,0
147,23,21,0,0,0,0,0,0,0,0
15,23,21,clash_tap,346,248,277,347,152,380,0
185,23,21,0,0,0,0,0,0,0,0
53,23,22,match_tap,490,906,0,505,538,0,0
147,23,22,0,0,0,0,0,0,0,0
0,23,22,0,0,0,0,0,0,0,0
15,23,22,0,0,0,0,0,0,0,0
173,23,23,0,0,0,0,0,0,0,0
0,23,23,0,0,0,0,0,0,0,0
157,23,23,0,0,0,0,0,0,0,0
43,23,23,clash_this,1477,0,0,145,465,201,0
27,23,24,0,0,0,0,0,0,0,0
173,23,24,match_this,1211,911,376,1325,0,839,0
157,23,24,0,0,0,0,0,0,0,0
43,23,24,0,0,0,0,0,0,0,0
0,23,25,0,0,0,0,0,0,0,0
87,23,25,0,0,0,0,0,0,0,0
121,23,25,clash_tap,1431,878,194,1179,657,0,0
79,23,25,0,0,0,0,0,0,0,0
87,23,26,match_tap,1014,606,154,258,618,1209,0
113,23,26,0,0,0,0,0,0,0,0
121,23,26,0,0,0,0,0,0,0,0
79,23,26,0,0,0,0,0,0,0,0
197,23,27,0,0,0,0,0,0,0,0
0,23,27,0,0,0,0,0,0,0,0
167,23,27,0,0,0,0,0,0,0,0
33,23,27,clash_this,968,178,120,0,719,1614,168
3,23,28,0,0,0,0,0,0,0,0
197,23,28,match_this,1276,473,223,1003,533,1246,0
33,23,28,0,0,0,0,0,0,0,0
0,23,28,0,0,0,0,0,0,0,0
73,23,29,0,0,0,0,0,0,0,0
127,23,29,0,0,0,0,0,0,0,0
7,23,29,0,0,0,0,0,0,0,0
7,23,29,0,0,0,0,0,0,0,0
73,23,30,match_tap,885,0,314,762,627,975,0
127,23,30,0,0,0,0,0,0,0,0
193,23,30,0,0,0,0,0,0,0,0
7,23,30,0,0,0,0,0,0,0,0
153,23,31,0,0,0,0,0,0,0,0
47,23,31,0,0,0,0,0,0,0,0
133,23,31,0,0,0,0,0,0,0,0
67,23,31,clash_this,126,1132,162,860,722,1951,0
153,23,32,0,0,0,0,0,0,0,0
47,23,32,match_this,0,514,0,1219,799,1033,0
133,23,32,0,0,0,0,0,0,0,0
67,23,32,0,0,0,0,0,0,0,0
0,23,33,0,0,0,0,0,0,0,0
179,23,33,0,0,0,0,0,0,0,0
23,23,33,clash_tap,1318,133,538,669,808,0,0
177,23,33,0,0,0,0,0,0,0,0
179,23,34,match_tap,579,0,139,1063,0,0,0
21,23,34,0,0,0,0,0,0,0,0
0,23,34,0,0,0,0,0,0,0,0
23,23,34,0,0,0,0,0,0,0,0
73,23,35,0,0,0,0,0,0,0,0
127,23,35,0,0,0,0,0,0,0,0
121,23,35,0,0,0,0,0,0,0,0
79,23,35,clash_this,0,0,354,1836,419,1451,0
73,23,36,0,0,0,0,0,0,0,0
127,23,36,match_this,0,539,0,1500,248,705,0
121,23,36,0,0,0,0,0,0,0,0
79,23,36,0,0,0,0,0,0,0,0
0,23,37,0,0,0,0,0,0,0,0
103,23,37,0,0,0,0,0,0,0,0
163,23,37,clash_tap,0,804,191,747,847,875,0
37,23,37,0,0,0,0,0,0,0,0
103,23,38,match_tap,1659,0,290,968,332,1733,0
97,23,38,0,0,0,0,0,0,0,0
0,23,38,0,0,0,0,0,0,0,0
163,23,38,0,0,0,0,0,0,0,0
113,23,39,0,0,0,0,0,0,0,0
0,23,39,0,0,0,0,0,0,0,0
137,23,39,0,0,0,0,0,0,0,0
137,23,39,clash_this,1328,1458,0,898,957,906,0
87,23,40,0,0,0,0,0,0,0,0
113,23,40,match_this,1581,955,209,564,298,1412,0
137,23,40,0,0,0,0,0,0,0,0
0,23,40,0,0,0,0,0,0,0,0
97,24,1,0,0,0,0,0,0,0,0
103,24,1,0,0,0,0,0,0,0,0
17,24,1,0,0,0,0,0,0,0,0
17,24,1,clash_this,1272,0,187,776,443,351,0
97,24,2,0,0,0,0,0,0,0,0
97,24,2,match_this,0,1877,229,1713,1034,1640,0
17,24,2,0,0,0,0,0,0,0,0
183,24,2,0,0,0,0,0,0,0,0
81,24,3,0,0,0,0,0,0,0,0
119,24,3,0,0,0,0,0,0,0,0
187,24,3,clash_tap,1327,487,233,676,247,247,0
187,24,3,0,0,0,0,0,0,0,0
119,24,4,match_tap,1116,1170,177,655,740,1733,0
119,24,4,0,0,0,0,0,0,0,0
187,24,4,0,0,0,0,0,0,0,0
187,24,4,0,0,0,0,0,0,0,0
81,24,5,0,0,0,0,0,0,0,0
119,24,5,0,0,0,0,0,0,0,0
133,24,5,0,0,0,0,0,0,0,0
133,24,5,clash_this,1581,811,0,808,805,373,0
81,24,6,0,0,0,0,0,0,0,0
81,24,6,match_this,1710,1233,176,421,866,1737,0
133,24,6,0,0,0,0,0,0,0,0
67,24,6,0,0,0,0,0,0,0,0
141,24,7,0,0,0,0,0,0,0,0
59,24,7,0,0,0,0,0,0,0,0
151,24,7,clash_tap,1734,762,189,634,568,1159,0
151,24,7,0,0,0,0,0,0,0,0
59,24,8,match_tap,569,781,245,502,896,0,0
141,24,8,0,0,0,0,0,0,0,0
49,24,8,0,0,0,0,0,0,0,0
151,24,8,0,0,0,0,0,0,0,0
61,24,9,0,0,0,0,0,0,0,0
139,24,9,0,0,0,0,0,0,0,0
183,24,9,0,0,0,0,0,0,0,0
183,24,9,clash_this,1338,1059,175,468,545,831,0
61,24,10,0,0,0,0,0,0,0,0
61,24,10,match_this,478,456,0,540,580,928,0
0,24,10,0,0,0,0,0,0,0,0
183,24,10,0,0,0,0,0,0,0,0
157,24,11,0,0,0,0,0,0,0,0
0,24,11,0,0,0,0,0,0,0,0
3,24,11,clash_tap,1586,928,0,0,587,0,0
3,24,11,0,0,0,0,0,0,0,0
157,24,12,match_tap,1259,929,220,496,892,967,0
157,24,12,0,0,0,0,0,0,0,0
197,24,12,0,0,0,0,0,0,0,0
3,24,12,0,0,0,0,0,0,0,0
0,24,13,0,0,0,0,0,0,0,0
39,24,13,0,0,0,0,0,0,0,0
93,24,13,0,0,0,0,0,0,0,0
93,24,13,clash_this,1221,1286,0,575,410,0,0
39,24,14,0,0,0,0,0,0,0,0
39,24,14,match_this,0,0,0,381,347,1623,0
93,24,14,0,0,0,0,0,0,0,0
93,24,14,0,0,0,0,0,0,0,0
9,24,15,0,0,0,0,0,0,0,0
0,24,15,0,0,0,0,0,0,0,0
167,24,15,clash_tap,1448,0,0,617,341,1112,0
167,24,15,0,0,0,0,0,0,0,0
9,24,16,match_tap,0,109,0,947,807,910,0
9,24,16,0,0,0,0,0,0,0,0
33,24,16,0,0,0,0,0,0,0,0
167,24,16,0,0,0,0,0,0,0,0
0,24,17,0,0,0,0,0,0,0,0
143,24,17,0,0,0,0,0,0,0,0
27,24,17,0,0,0,0,0,0,0,0
27,24,17,clash_this,0,840,0,453,1034,217,0
143,24,18,0,0,0,0,0,0,0,0
143,24,18,match_this,780,179,369,930,461,884,0
0,24,18,0,0,0,0,0,0,0,0
27,24,18,0,0,0,0,0,0,0,0
53,24,19,0,0,0,0,0,0,0,0
147,24,19,0,0,0,0,0,0,0,0
107,24,19,clash_tap,1819,560,194,603,652,690,0
107,24,19,0,0,0,0,0,0,0,0
147,24,20,match_tap,0,862,190,540,309,804,0
53,24,20,0,0,0,0,0,0,0,0
93,24,20,0,0,0,0,0,0,0,0
107,24,20,0,0,0,0,0,0,0,0
53,24,21,0,0,0,0,0,0,0,0
147,24,21,0,0,0,0,0,0,0,0
15,24,21,0,0,0,0,0,0,0,0
15,24,21,clash_this,1327,914,0,507,270,1256,0
53,24,22,0,0,0,0,0,0,0,0
53,24,22,match_this,0,1547,0,682,613,1444,0
0,24,22,0,0,0,0,0,0,0,0
15,24,22,0,0,0,0,0,0,0,0
173,24,23,0,0,0,0,0,0,0,0
0,24,23,0,0,0,0,0,0,0,0
43,24,23,clash_tap,808,407,166,650,324,133,0
43,24,23,0,0,0,0,0,0,0,0
173,24,24,match_tap,1491,995,207,1007,605,952,0
173,24,24,0,0,0,0,0,0,0,0
157,24,24,0,0,0,0,0,0,0,0
43,24,24,0,0,0,0,0,0,0,0
0,24,25,0,0,0,0,0,0,0,0
87,24,25,0,0,0,0,0,0,0,0
121,24,25,0,0,0,0,0,0,0,0
121,24,25,clash_this,685,322,0,318,849,1079,0
87,24,26,0,0,0,0,0,0,0,0
87,24,26,match_this,1281,931,156,601,402,1062,0
121,24,26,0,0,0,0,0,0,0,0
79,24,26,0,0,0,0,0,0,0,0
197,24,27,0,0,0,0,0,0,0,0
0,24,27,0,0,0,0,0,0,0,0
33,24,27,clash_tap,0,932,232,733,745,0,0
33,24,27,0,0,0,0,0,0,0,0
197,24,28,match_tap,1831,1028,0,556,457,733,0
197,24,28,0,0,0,0,0,0,0,0
33,24,28,0,0,0,0,0,0,0,0
0,24,28,0,0,0,0,0,0,0,0
73,24,29,0,0,0,0,0,0,0,0
127,24,29,0,0,0,0,0,0,0,0
7,24,29,0,0,0,0,0,0,0,0
193,24,29,clash_this,1469,1167,0,701,667,1480,0
73,24,30,0,0,0,0,0,0,0,0
73,24,30,match_this,946,729,160,718,872,0,0
193,24,30,0,0,0,0,0,0,0,0
7,24,30,0,0,0,0,0,0,0,0
153,24,31,0,0,0,0,0,0,0,0
47,24,31,0,0,0,0,0,0,0,0
67,24,31,clash_tap,1321,1259,299,555,664,665,0
67,24,31,0,0,0,0,0,0,0,0
47,24,32,match_tap,0,1127,0,561,1017,1741,0
47,24,32,0,0,0,0,0,0,0,0
133,24,32,0,0,0,0,0,0,0,0
67,24,32,0,0,0,0,0,0,0,0
0,24,33,0,0,0,0,0,0,0,0
179,24,33,0,0,0,0,0,0,0,0
23,24,33,0,0,0,0,0,0,0,0
23,24,33,clash_this,1023,750,0,521,303,234,0
179,24,34,0,0,0,0,0,0,0,0
179,24,34,match_this,1221,407,231,680,742,1878,0
0,24,34,0,0,0,0,0,0,0,0
23,24,34,0,0,0,0,0,0,0,0
73,24,35,0,0,0,0,0,0,0,0
127,24,35,0,0,0,0,0,0,0,0
79,24,35,clash_tap,1568,1052,237,574,398,986,0
79,24,35,0,0,0,0,0,0,0,0
127,24,36,match_tap,1160,589,181,853,584,1234,0
127,24,36,0,0,0,0,0,0,0,0
121,24,36,0,0,0,0,0,0,0,0
79,24,36,0,0,0,0,0,0,0,0
0,24,37,0,0,0,0,0,0,0,0
103,24,37,0,0,0,0,0,0,0,0
163,24,37,0,0,0,0,0,0,0,0
163,24,37,clash_this,1064,546,199,1381,1205,980,0
103,24,38,0,0,0,0,0,0,0,0
103,24,38,match_this,0,985,0,722,700,1579,0
0,24,38,0,0,0,0,0,0,0,0
163,24,38,0,0,0,0,0,0,0,0
113,24,39,0,0,0,0,0,0,0,0
0,24,39,0,0,0,0,0,0,0,0
137,24,39,clash_tap,1033,869,283,969,582,1843,0
137,24,39,0,0,0,0,0,0,0,0
113,24,40,match_tap,1194,724,208,307,1650,1400,0
113,24,40,0,0,0,0,0,0,0,0
137,24,40,0,0,0,0,0,0,0,0
0,24,40,0,0,0,0,0,0,0,0
103,25,1,match_tap,0,898,109,662,733,837,0
103,25,1,0,0,0,0,0,0,0,0
17,25,1,0,0,0,0,0,0,0,0
17,25,1,0,0,0,0,0,0,0,0
97,25,2,0,0,0,0,0,0,0,0
97,25,2,0,0,0,0,0,0,0,0
183,25,2,clash_tap,0,1008,191,970,758,1378,0
183,25,2,0,0,0,0,0,0,0,0
81,25,3,0,0,0,0,0,0,0,0
81,25,3,match_this,1570,812,223,721,589,896,0
187,25,3,0,0,0,0,0,0,0,0
187,25,3,0,0,0,0,0,0,0,0
119,25,4,0,0,0,0,0,0,0,0
119,25,4,0,0,0,0,0,0,0,0
187,25,4,0,0,0,0,0,0,0,0
13,25,4,clash_this,0,1009,237,1192,820,961,0
119,25,5,match_tap,139,738,163,1161,685,1964,0
119,25,5,0,0,0,0,0,0,0,0
133,25,5,0,0,0,0,0,0,0,0
133,25,5,0,0,0,0,0,0,0,0
81,25,6,0,0,0,0,0,0,0,0
81,25,6,0,0,0,0,0,0,0,0
67,25,6,clash_tap,1294,855,250,845,875,1732,0
67,25,6,0,0,0,0,0,0,0,0
141,25,7,0,0,0,0,0,0,0,0
141,25,7,match_this,0,1215,372,668,1240,0,0
151,25,7,0,0,0,0,0,0,0,0
151,25,7,0,0,0,0,0,0,0,0
59,25,8,0,0,0,0,0,0,0,0
141,25,8,0,0,0,0,0,0,0,0
49,25,8,0,0,0,0,0,0,0,0
49,25,8,clash_this,1060,790,199,957,908,1834,0
139,25,9,match_tap,1425,843,194,1298,676,1597,0
139,25,9,0,0,0,0,0,0,0,0
183,25,9,0,0,0,0,0,0,0,0
183,25,9,0,0,0,0,0,0,0,0
61,25,10,0,0,0,0,0,0,0,0
61,25,10,0,0,0,0,0,0,0,0
0,25,10,0,0,0,0,0,0,0,0
17,25,10,clash_this,900,746,461,683,1099,1002,0
43,25,11,match_tap,1488,807,251,993,973,663,0
0,25,11,0,0,0,0,0,0,0,0
3,25,11,0,0,0,0,0,0,0,0
3,25,11,0,0,0,0,0,0,0,0
157,25,12,0,0,0,0,0,0,0,0
157,25,12,0,0,0,0,0,0,0,0
197,25,12,0,0,0,0,0,0,0,0
197,25,12,clash_this,0,765,209,764,549,1362,0
0,25,13,0,0,0,0,0,0,0,0
161,25,13,match_this,0,678,194,883,843,1639,0
93,25,13,0,0,0,0,0,0,0,0
93,25,13,0,0,0,0,0,0,0,0
39,25,14,0,0,0,0,0,0,0,0
39,25,14,0,0,0,0,0,0,0,0
107,25,14,clash_tap,0,833,266,920,546,1985,0
93,25,14,0,0,0,0,0,0,0,0
191,25,15,match_tap,1092,1640,194,823,893,1695,0
0,25,15,0,0,0,0,0,0,0,0
167,25,15,0,0,0,0,0,0,0,0
167,25,15,0,0,0,0,0,0,0,0
9,25,16,0,0,0,0,0,0,0,0
9,25,16,0,0,0,0,0,0,0,0
33,25,16,0,0,0,0,0,0,0,0
167,25,16,0,0,0,0,0,0,0,0
0,25,17,0,0,0,0,0,0,0,0
143,25,17,0,0,0,0,0,0,0,0
27,25,17,0,0,0,0,0,0,0,0
27,25,17,0,0,0,0,0,0,0,0
143,25,18,0,0,0,0,0,0,0,0
143,25,18,0,0,0,0,0,0,0,0
0,25,18,0,0,0,0,0,0,0,0
173,25,18,clash_this,1051,799,269,1486,1039,1128,0
53,25,19,0,0,0,0,0,0,0,0
53,25,19,match_this,0,1060,329,656,379,1345,0
107,25,19,0,0,0,0,0,0,0,0
107,25,19,0,0,0,0,0,0,0,0
147,25,20,0,0,0,0,0,0,0,0
53,25,20,0,0,0,0,0,0,0,0
93,25,20,0,0,0,0,0,0,0,0
93,25,20,clash_this,915,969,0,589,769,1394,0
147,25,21,match_tap,1402,1058,147,1290,653,1853,0
147,25,21,0,0,0,0,0,0,0,0
15,25,21,0,0,0,0,0,0,0,0
15,25,21,0,0,0,0,0,0,0,0
53,25,22,0,0,0,0,0,0,0,0
53,25,22,0,0,0,0,0,0,0,0
0,25,22,0,0,0,0,0,0,0,0
185,25,22,clash_this,0,1771,184,1061,872,1640,0
27,25,23,match_tap,962,992,0,778,682,1303,0
0,25,23,0,0,0,0,0,0,0,0
43,25,23,0,0,0,0,0,0,0,0
43,25,23,0,0,0,0,0,0,0,0
173,25,24,0,0,0,0,0,0,0,0
173,25,24,0,0,0,0,0,0,0,0
157,25,24,0,0,0,0,0,0,0,0
43,25,24,0,0,0,0,0,0,0,0
0,25,25,0,0,0,0,0,0,0,0
113,25,25,match_this,0,1342,174,1266,587,0,0
121,25,25,0,0,0,0,0,0,0,0
121,25,25,0,0,0,0,0,0,0,0
87,25,26,0,0,0,0,0,0,0,0
87,25,26,0,0,0,0,0,0,0,0
79,25,26,clash_tap,0,913,228,993,591,1667,0
79,25,26,0,0,0,0,0,0,0,0
3,25,27,match_tap,1254,800,224,840,1010,1456,0
0,25,27,0,0,0,0,0,0,0,0
33,25,27,0,0,0,0,0,0,0,0
33,25,27,0,0,0,0,0,0,0,0
197,25,28,0,0,0,0,0,0,0,0
197,25,28,0,0,0,0,0,0,0,0
167,25,28,clash_tap,0,0,328,1091,1583,972,0
0,25,28,0,0,0,0,0,0,0,0
127,25,29,match_tap,0,1079,330,1250,1406,0,0
127,25,29,0,0,0,0,0,0,0,0
7,25,29,0,0,0,0,0,0,0,0
193,25,29,0,0,0,0,0,0,0,0
73,25,30,0,0,0,0,0,0,0,0
73,25,30,0,0,0,0,0,0,0,0
7,25,30,clash_tap,0,735,230,739,849,1258,0
7,25,30,0,0,0,0,0,0,0,0
153,25,31,0,0,0,0,0,0,0,0
153,25,31,match_this,1160,1526,185,908,648,900,0
67,25,31,0,0,0,0,0,0,0,0
67,25,31,0,0,0,0,0,0,0,0
47,25,32,0,0,0,0,0,0,0,0
47,25,32,0,0,0,0,0,0,0,0
133,25,32,0,0,0,0,0,0,0,0
133,25,32,clash_this,0,0,0,1120,1406,680,0
0,25,33,0,0,0,0,0,0,0,0
21,25,33,match_this,0,835,339,508,860,1707,0
23,25,33,0,0,0,0,0,0,0,0
23,25,33,0,0,0,0,0,0,0,0
179,25,34,0,0,0,0,0,0,0,0
179,25,34,0,0,0,0,0,0,0,0
0,25,34,0,0,0,0,0,0,0,0
177,25,34,clash_this,1013,960,246,923,1223,921,0
73,25,35,0,0,0,0,0,0,0,0
73,25,35,match_this,1801,1222,307,866,706,886,0
79,25,35,0,0,0,0,0,0,0,0
79,25,35,0,0,0,0,0,0,0,0
127,25,36,0,0,0,0,0,0,0,0
127,25,36,0,0,0,0,0,0,0,0
121,25,36,0,0,0,0,0,0,0,0
121,25,36,clash_this,394,434,154,667,464,1471,0
0,25,37,0,0,0,0,0,0,0,0
97,25,37,match_this,0,1030,0,261,709,1657,0
163,25,37,0,0,0,0,0,0,0,0
163,25,37,0,0,0,0,0,0,0,0
103,25,38,0,0,0,0,0,0,0,0
103,25,38,0,0,0,0,0,0,0,0
0,25,38,0,0,0,0,0,0,0,0
37,25,38,clash_this,922,1030,191,637,879,856,0
87,25,39,match_tap,299,893,345,829,0,0,0
0,25,39,0,0,0,0,0,0,0,0
137,25,39,0,0,0,0,0,0,0,0
137,25,39,0,0,0,0,0,0,0,0
113,25,40,0,0,0,0,0,0,0,0
113,25,40,0,0,0,0,0,0,0,0
63,25,40,clash_tap,1656,878,302,1120,1019,1101,0
0,25,40,0,0,0,0,0,0,0,0
103,26,1,0,0,0,0,0,0,0,0
103,26,1,0,0,0,0,0,0,0,0
183,26,1,clash_tap,0,1451,168,867,576,1514,0
17,26,1,0,0,0,0,0,0,0,0
103,26,2,match_tap,1363,1037,0,800,121,0,0
97,26,2,0,0,0,0,0,0,0,0
183,26,2,0,0,0,0,0,0,0,0
183,26,2,0,0,0,0,0,0,0,0
81,26,3,0,0,0,0,0,0,0,0
81,26,3,0,0,0,0,0,0,0,0
187,26,3,0,0,0,0,0,0,0,0
13,26,3,clash_this,1673,0,223,0,302,1060,0
119,26,4,0,0,0,0,0,0,0,0
81,26,4,match_this,1441,1931,294,590,275,1172,0
187,26,4,0,0,0,0,0,0,0,0
13,26,4,0,0,0,0,0,0,0,0
119,26,5,0,0,0,0,0,0,0,0
119,26,5,0,0,0,0,0,0,0,0
67,26,5,clash_tap,321,830,549,1335,789,1693,0
133,26,5,0,0,0,0,0,0,0,0
119,26,6,match_tap,1676,1526,226,568,703,1489,0
81,26,6,0,0,0,0,0,0,0,0
67,26,6,0,0,0,0,0,0,0,0
67,26,6,0,0,0,0,0,0,0,0
141,26,7,0,0,0,0,0,0,0,0
141,26,7,0,0,0,0,0,0,0,0
151,26,7,0,0,0,0,0,0,0,0
49,26,7,clash_this,0,1476,430,636,1504,468,0
59,26,8,0,0,0,0,0,0,0,0
141,26,8,match_this,1819,1414,0,623,633,196,0
49,26,8,0,0,0,0,0,0,0,0
49,26,8,0,0,0,0,0,0,0,0
139,26,9,0,0,0,0,0,0,0,0
139,26,9,0,0,0,0,0,0,0,0
17,26,9,clash_tap,0,1028,0,1012,517,1367,0
183,26,9,0,0,0,0,0,0,0,0
139,26,10,match_tap,1290,1035,760,1137,1097,1522,0
61,26,10,0,0,0,0,0,0,0,0
0,26,10,0,0,0,0,0,0,0,0
17,26,10,0,0,0,0,0,0,0,0
43,26,11,0,0,0,0,0,0,0,0
0,26,11,0,0,0,0,0,0,0,0
3,26,11,0,0,0,0,0,0,0,0
197,26,11,clash_this,0,929,0,242,444,372,0
157,26,12,0,0,0,0,0,0,0,0
43,26,12,match_this,0,848,396,1281,563,1857,0
197,26,12,0,0,0,0,0,0,0,0
197,26,12,0,0,0,0,0,0,0,0
0,26,13,0,0,0,0,0,0,0,0
