seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
47,4,31,0,0,0,0,0,0,0,0
47,4,31,0,0,0,0,0,0,0,0
67,4,31,clash_tap,671,288,244,516,379,290,0
67,4,31,0,0,0,0,0,0,0,0
0,4,32,0,0,0,0,0,0,0,0
47,4,32,0,0,0,0,0,0,0,0
67,4,32,0,0,0,0,0,0,0,0
67,4,32,0,0,0,0,0,0,0,0
0,4,33,0,0,0,0,0,0,0,0
179,4,33,0,0,0,0,0,0,0,0
23,4,33,0,0,0,0,0,0,0,0
23,4,33,clash_this,1159,0,0,222,229,547,0
179,4,34,0,0,0,0,0,0,0,0
179,4,34,match_this,961,815,0,556,303,603,0
0,4,34,0,0,0,0,0,0,0,0
23,4,34,0,0,0,0,0,0,0,0
127,4,35,0,0,0,0,0,0,0,0
127,4,35,0,0,0,0,0,0,0,0
79,4,35,clash_tap,1005,611,0,391,361,570,0
79,4,35,0,0,0,0,0,0,0,0
127,4,36,match_tap,0,0,0,330,255,641,0
127,4,36,0,0,0,0,0,0,0,0
79,4,36,0,0,0,0,0,0,0,0
79,4,36,0,0,0,0,0,0,0,0
0,4,37,0,0,0,0,0,0,0,0
103,4,37,0,0,0,0,0,0,0,0
163,4,37,0,0,0,0,0,0,0,0
163,4,37,clash_this,703,427,0,706,299,589,0
103,4,38,0,0,0,0,0,0,0,0
103,4,38,match_this,0,348,0,119,241,380,0
0,4,38,0,0,0,0,0,0,0,0
163,4,38,0,0,0,0,0,0,0,0
113,4,39,0,0,0,0,0,0,0,0
0,4,39,0,0,0,0,0,0,0,0
137,4,39,clash_tap,800,828,0,316,213,1195,0
137,4,39,0,0,0,0,0,0,0,0
113,4,40,match_tap,1082,163,0,750,697,1236,0
113,4,40,0,0,0,0,0,0,0,0
137,4,40,0,0,0,0,0,0,0,0
0,4,40,0,0,0,0,0,0,0,0
103,5,1,match_tap,0,0,0,132,283,742,0
97,5,1,0,0,0,0,0,0,0,0
17,5,1,0,0,0,0,0,0,0,0
17,5,1,0,0,0,0,0,0,0,0
97,5,2,0,0,0,0,0,0,0,0
97,5,2,0,0,0,0,0,0,0,0
183,5,2,clash_tap,0,507,0,260,179,860,0
17,5,2,0,0,0,0,0,0,0,0
119,5,3,0,0,0,0,0,0,0,0
81,5,3,match_this,0,0,234,254,320,664,0
187,5,3,0,0,0,0,0,0,0,0
187,5,3,0,0,0,0,0,0,0,0
119,5,4,0,0,0,0,0,0,0,0
119,5,4,0,0,0,0,0,0,0,0
187,5,4,0,0,0,0,0,0,0,0
13,5,4,clash_this,0,0,0,0,206,423,0
119,5,5,match_tap,0,1003,0,277,152,569,0
81,5,5,0,0,0,0,0,0,0,0
133,5,5,0,0,0,0,0,0,0,0
133,5,5,0,0,0,0,0,0,0,0
81,5,6,0,0,0,0,0,0,0,0
81,5,6,0,0,0,0,0,0,0,0
67,5,6,clash_tap,0,0,0,488,419,1041,0
133,5,6,0,0,0,0,0,0,0,0
59,5,7,0,0,0,0,0,0,0,0
141,5,7,match_this,0,0,0,134,436,355,0
151,5,7,0,0,0,0,0,0,0,0
151,5,7,0,0,0,0,0,0,0,0
59,5,8,0,0,0,0,0,0,0,0
0,5,8,0,0,0,0,0,0,0,0
151,5,8,0,0,0,0,0,0,0,0
151,5,8,0,0,0,0,0,0,0,0
139,5,9,match_tap,340,167,356,269,226,715,0
61,5,9,0,0,0,0,0,0,0,0
183,5,9,0,0,0,0,0,0,0,0
183,5,9,0,0,0,0,0,0,0,0
61,5,10,0,0,0,0,0,0,0,0
61,5,10,0,0,0,0,0,0,0,0
0,5,10,0,0,0,0,0,0,0,0
183,5,10,0,0,0,0,0,0,0,0
43,5,11,match_tap,0,331,187,157,171,678,0
0,5,11,0,0,0,0,0,0,0,0
3,5,11,0,0,0,0,0,0,0,0
3,5,11,0,0,0,0,0,0,0,0
157,5,12,0,0,0,0,0,0,0,0
157,5,12,0,0,0,0,0,0,0,0
0,5,12,0,0,0,0,0,0,0,0
197,5,12,clash_this,509,113,335,387,862,704,0
0,5,13,0,0,0,0,0,0,0,0
161,5,13,match_this,0,727,0,459,362,501,0
0,5,13,0,0,0,0,0,0,0,0
93,5,13,0,0,0,0,0,0,0,0
39,5,14,0,0,0,0,0,0,0,0
39,5,14,0,0,0,0,0,0,0,0
107,5,14,clash_tap,0,0,0,159,269,786,0
93,5,14,0,0,0,0,0,0,0,0
191,5,15,match_tap,242,128,176,163,161,496,0
0,5,15,0,0,0,0,0,0,0,0
167,5,15,0,0,0,0,0,0,0,0
0,5,15,0,0,0,0,0,0,0,0
9,5,16,0,0,0,0,0,0,0,0
9,5,16,0,0,0,0,0,0,0,0
167,5,16,0,0,0,0,0,0,0,0
33,5,16,clash_this,0,762,0,309,189,504,0
0,5,17,0,0,0,0,0,0,0,0
57,5,17,match_this,0,405,0,0,466,577,0
27,5,17,0,0,0,0,0,0,0,0
27,5,17,0,0,0,0,0,0,0,0
143,5,18,0,0,0,0,0,0,0,0
143,5,18,0,0,0,0,0,0,0,0
0,5,18,0,0,0,0,0,0,0,0
173,5,18,clash_this,0,332,0,240,266,450,0
147,5,19,0,0,0,0,0,0,0,0
53,5,19,match_this,0,0,472,272,248,444,0
107,5,19,0,0,0,0,0,0,0,0
107,5,19,0,0,0,0,0,0,0,0
147,5,20,0,0,0,0,0,0,0,0
147,5,20,0,0,0,0,0,0,0,0
107,5,20,0,0,0,0,0,0,0,0
93,5,20,clash_this,0,711,0,186,226,569,0
147,5,21,match_tap,0,415,222,151,212,560,0
53,5,21,0,0,0,0,0,0,0,0
15,5,21,0,0,0,0,0,0,0,0
15,5,21,0,0,0,0,0,0,0,0
53,5,22,0,0,0,0,0,0,0,0
53,5,22,0,0,0,0,0,0,0,0
0,5,22,0,0,0,0,0,0,0,0
185,5,22,clash_this,0,0,0,162,171,655,0
27,5,23,match_tap,0,858,0,117,249,983,0
0,5,23,0,0,0,0,0,0,0,0
43,5,23,0,0,0,0,0,0,0,0
43,5,23,0,0,0,0,0,0,0,0
173,5,24,0,0,0,0,0,0,0,0
173,5,24,0,0,0,0,0,0,0,0
43,5,24,0,0,0,0,0,0,0,0
157,5,24,clash_this,0,0,0,476,436,846,0
0,5,25,0,0,0,0,0,0,0,0
113,5,25,match_this,0,777,0,270,0,886,0
121,5,25,0,0,0,0,0,0,0,0
121,5,25,0,0,0,0,0,0,0,0
87,5,26,0,0,0,0,0,0,0,0
87,5,26,0,0,0,0,0,0,0,0
79,5,26,clash_tap,0,0,172,358,180,527,0
121,5,26,0,0,0,0,0,0,0,0
3,5,27,match_tap,675,299,0,352,326,0,0
0,5,27,0,0,0,0,0,0,0,0
33,5,27,0,0,0,0,0,0,0,0
33,5,27,0,0,0,0,0,0,0,0
197,5,28,0,0,0,0,0,0,0,0
197,5,28,0,0,0,0,0,0,0,0
167,5,28,clash_tap,0,595,0,0,964,545,0
0,5,28,0,0,0,0,0,0,0,0
127,5,29,match_tap,0,0,0,159,215,750,0
73,5,29,0,0,0,0,0,0,0,0
193,5,29,0,0,0,0,0,0,0,0
193,5,29,0,0,0,0,0,0,0,0
73,5,30,0,0,0,0,0,0,0,0
73,5,30,0,0,0,0,0,0,0,0
7,5,30,clash_tap,0,552,0,194,209,684,0
193,5,30,0,0,0,0,0,0,0,0
47,5,31,0,0,0,0,0,0,0,0
153,5,31,match_this,0,1206,0,287,447,555,0
67,5,31,0,0,0,0,0,0,0,0
67,5,31,0,0,0,0,0,0,0,0
0,5,32,0,0,0,0,0,0,0,0
47,5,32,0,0,0,0,0,0,0,0
67,5,32,0,0,0,0,0,0,0,0
133,5,32,clash_this,0,1034,0,138,221,477,0
0,5,33,0,0,0,0,0,0,0,0
21,5,33,match_this,0,592,292,220,195,844,0
23,5,33,0,0,0,0,0,0,0,0
23,5,33,0,0,0,0,0,0,0,0
179,5,34,0,0,0,0,0,0,0,0
179,5,34,0,0,0,0,0,0,0,0
0,5,34,0,0,0,0,0,0,0,0
177,5,34,clash_this,247,573,0,352,681,413,0
127,5,35,0,0,0,0,0,0,0,0
73,5,35,match_this,255,1122,0,156,581,479,0
79,5,35,0,0,0,0,0,0,0,0
79,5,35,0,0,0,0,0,0,0,0
127,5,36,0,0,0,0,0,0,0,0
127,5,36,0,0,0,0,0,0,0,0
79,5,36,0,0,0,0,0,0,0,0
121,5,36,clash_this,0,476,0,254,0,601,0
0,5,37,0,0,0,0,0,0,0,0
97,5,37,match_this,258,633,0,98,233,481,0
163,5,37,0,0,0,0,0,0,0,0
163,5,37,0,0,0,0,0,0,0,0
103,5,38,0,0,0,0,0,0,0,0
103,5,38,0,0,0,0,0,0,0,0
0,5,38,0,0,0,0,0,0,0,0
37,5,38,clash_this,0,0,0,224,164,379,0
87,5,39,match_tap,0,0,102,363,857,683,0
0,5,39,0,0,0,0,0,0,0,0
137,5,39,0,0,0,0,0,0,0,0
137,5,39,0,0,0,0,0,0,0,0
113,5,40,0,0,0,0,0,0,0,0
113,5,40,0,0,0,0,0,0,0,0
63,5,40,clash_tap,0,1804,0,106,232,461,0
0,5,40,0,0,0,0,0,0,0,0
103,6,1,0,0,0,0,0,0,0,0
97,6,1,0,0,0,0,0,0,0,0
183,6,1,clash_tap,900,616,0,588,372,1940,0
17,6,1,0,0,0,0,0,0,0,0
103,6,2,match_tap,1432,624,164,848,900,1140,0
97,6,2,0,0,0,0,0,0,0,0
183,6,2,0,0,0,0,0,0,0,0
17,6,2,0,0,0,0,0,0,0,0
119,6,3,0,0,0,0,0,0,0,0
81,6,3,0,0,0,0,0,0,0,0
187,6,3,0,0,0,0,0,0,0,0
13,6,3,clash_this,992,1680,160,408,180,1052,0
119,6,4,0,0,0,0,0,0,0,0
81,6,4,match_this,1100,672,128,460,416,1188,0
187,6,4,0,0,0,0,0,0,0,0
13,6,4,0,0,0,0,0,0,0,0
119,6,5,0,0,0,0,0,0,0,0
81,6,5,0,0,0,0,0,0,0,0
67,6,5,clash_tap,0,1096,0,612,380,700,0
133,6,5,0,0,0,0,0,0,0,0
119,6,6,match_tap,1372,1032,0,480,584,1112,0
81,6,6,0,0,0,0,0,0,0,0
67,6,6,0,0,0,0,0,0,0,0
133,6,6,0,0,0,0,0,0,0,0
59,6,7,0,0,0,0,0,0,0,0
141,6,7,0,0,0,0,0,0,0,0
151,6,7,0,0,0,0,0,0,0,0
49,6,7,clash_this,1848,1120,0,660,256,1868,0
59,6,8,0,0,0,0,0,0,0,0
0,6,8,0,0,0,0,0,0,0,0
151,6,8,0,0,0,0,0,0,0,0
151,6,8,0,0,0,0,0,0,0,0
139,6,9,0,0,0,0,0,0,0,0
61,6,9,0,0,0,0,0,0,0,0
17,6,9,clash_tap,0,596,192,348,388,1200,0
183,6,9,0,0,0,0,0,0,0,0
139,6,10,match_tap,808,732,0,416,1140,0,0
61,6,10,0,0,0,0,0,0,0,0
0,6,10,0,0,0,0,0,0,0,0
183,6,10,0,0,0,0,0,0,0,0
43,6,11,0,0,0,0,0,0,0,0
0,6,11,0,0,0,0,0,0,0,0
3,6,11,0,0,0,0,0,0,0,0
197,6,11,clash_this,960,480,224,152,712,852,0
157,6,12,0,0,0,0,0,0,0,0
43,6,12,match_this,1284,404,196,464,836,1368,0
0,6,12,0,0,0,0,0,0,0,0
197,6,12,0,0,0,0,0,0,0,0
0,6,13,0,0,0,0,0,0,0,0
161,6,13,0,0,0,0,0,0,0,0
107,6,13,clash_tap,0,852,260,576,416,1208,0
93,6,13,0,0,0,0,0,0,0,0
161,6,14,match_tap,0,0,0,0,0,0,0
39,6,14,0,0,0,0,0,0,0,0
107,6,14,0,0,0,0,0,0,0,0
93,6,14,0,0,0,0,0,0,0,0
191,6,15,0,0,0,0,0,0,0,0
0,6,15,0,0,0,0,0,0,0,0
167,6,15,0,0,0,0,0,0,0,0
33,6,15,clash_this,1276,440,204,432,368,924,0
9,6,16,0,0,0,0,0,0,0,0
191,6,16,match_this,1492,520,396,392,552,0,0
167,6,16,0,0,0,0,0,0,0,0
33,6,16,0,0,0,0,0,0,0,0
0,6,17,0,0,0,0,0,0,0,0
57,6,17,0,0,0,0,0,0,0,0
173,6,17,clash_tap,1408,808,132,992,936,1092,0
27,6,17,0,0,0,0,0,0,0,0
143,6,18,0,0,0,0,0,0,0,0
143,6,18,0,0,0,0,0,0,0,0
0,6,18,0,0,0,0,0,0,0,0
173,6,18,0,0,0,0,0,0,0,0
147,6,19,0,0,0,0,0,0,0,0
53,6,19,0,0,0,0,0,0,0,0
107,6,19,0,0,0,0,0,0,0,0
93,6,19,clash_this,1040,0,0,652,396,1584,0
147,6,20,0,0,0,0,0,0,0,0
53,6,20,match_this,0,356,260,716,348,1536,0
107,6,20,0,0,0,0,0,0,0,0
93,6,20,0,0,0,0,0,0,0,0
147,6,21,0,0,0,0,0,0,0,0
53,6,21,0,0,0,0,0,0,0,0
185,6,21,clash_tap,1176,944,0,196,552,1356,0
15,6,21,0,0,0,0,0,0,0,0
147,6,22,match_tap,0,1044,0,552,768,1916,0
53,6,22,0,0,0,0,0,0,0,0
0,6,22,0,0,0,0,0,0,0,0
185,6,22,0,0,0,0,0,0,0,0
27,6,23,0,0,0,0,0,0,0,0
0,6,23,0,0,0,0,0,0,0,0
43,6,23,0,0,0,0,0,0,0,0
43,6,23,0,0,0,0,0,0,0,0
173,6,24,0,0,0,0,0,0,0,0
173,6,24,0,0,0,0,0,0,0,0
43,6,24,0,0,0,0,0,0,0,0
157,6,24,0,0,0,0,0,0,0,0
0,6,25,0,0,0,0,0,0,0,0
113,6,25,0,0,0,0,0,0,0,0
79,6,25,clash_tap,1248,596,252,724,564,1444,0
121,6,25,0,0,0,0,0,0,0,0
113,6,26,match_tap,1276,988,228,752,552,1272,0
87,6,26,0,0,0,0,0,0,0,0
79,6,26,0,0,0,0,0,0,0,0
121,6,26,0,0,0,0,0,0,0,0
3,6,27,0,0,0,0,0,0,0,0
0,6,27,0,0,0,0,0,0,0,0
33,6,27,0,0,0,0,0,0,0,0
33,6,27,0,0,0,0,0,0,0,0
197,6,28,0,0,0,0,0,0,0,0
3,6,28,match_this,260,136,200,644,388,740,0
167,6,28,0,0,0,0,0,0,0,0
0,6,28,0,0,0,0,0,0,0,0
127,6,29,0,0,0,0,0,0,0,0
73,6,29,0,0,0,0,0,0,0,0
7,6,29,clash_tap,1616,0,0,152,316,1396,0
193,6,29,0,0,0,0,0,0,0,0
127,6,30,match_tap,1216,1032,0,876,1036,1504,0
73,6,30,0,0,0,0,0,0,0,0
7,6,30,0,0,0,0,0,0,0,0
193,6,30,0,0,0,0,0,0,0,0
47,6,31,0,0,0,0,0,0,0,0
153,6,31,0,0,0,0,0,0,0,0
67,6,31,0,0,0,0,0,0,0,0
133,6,31,clash_this,924,1640,0,572,312,316,0
0,6,32,0,0,0,0,0,0,0,0
153,6,32,match_this,0,608,156,444,480,0,0
67,6,32,0,0,0,0,0,0,0,0
133,6,32,0,0,0,0,0,0,0,0
0,6,33,0,0,0,0,0,0,0,0
21,6,33,0,0,0,0,0,0,0,0
23,6,33,0,0,0,0,0,0,0,0
23,6,33,0,0,0,0,0,0,0,0
21,6,34,match_tap,1220,384,200,460,308,676,0
179,6,34,0,0,0,0,0,0,0,0
0,6,34,0,0,0,0,0,0,0,0
177,6,34,0,0,0,0,0,0,0,0
127,6,35,0,0,0,0,0,0,0,0
73,6,35,0,0,0,0,0,0,0,0
79,6,35,0,0,0,0,0,0,0,0
121,6,35,clash_this,348,136,244,716,680,1696,0
127,6,36,0,0,0,0,0,0,0,0
73,6,36,match_this,1456,904,0,444,472,0,0
79,6,36,0,0,0,0,0,0,0,0
121,6,36,0,0,0,0,0,0,0,0
0,6,37,0,0,0,0,0,0,0,0
97,6,37,0,0,0,0,0,0,0,0
37,6,37,clash_tap,1448,684,0,892,512,1204,0
163,6,37,0,0,0,0,0,0,0,0
97,6,38,match_tap,1416,804,240,768,572,0,0
103,6,38,0,0,0,0,0,0,0,0
0,6,38,0,0,0,0,0,0,0,0
37,6,38,0,0,0,0,0,0,0,0
87,6,39,0,0,0,0,0,0,0,0
0,6,39,0,0,0,0,0,0,0,0
137,6,39,0,0,0,0,0,0,0,0
137,6,39,0,0,0,0,0,0,0,0
113,6,40,0,0,0,0,0,0,0,0
87,6,40,match_this,1484,740,248,524,600,1252,0
63,6,40,0,0,0,0,0,0,0,0
0,6,40,0,0,0,0,0,0,0,0
103,7,1,0,0,0,0,0,0,0,0
103,7,1,match_this,0,838,155,242,811,1047,0
183,7,1,0,0,0,0,0,0,0,0
17,7,1,0,0,0,0,0,0,0,0
103,7,2,0,0,0,0,0,0,0,0
97,7,2,0,0,0,0,0,0,0,0
183,7,2,0,0,0,0,0,0,0,0
183,7,2,clash_this,645,221,0,619,631,1776,0
81,7,3,match_tap,0,756,326,186,531,1371,0
81,7,3,0,0,0,0,0,0,0,0
187,7,3,0,0,0,0,0,0,0,0
13,7,3,0,0,0,0,0,0,0,0
119,7,4,0,0,0,0,0,0,0,0
81,7,4,0,0,0,0,0,0,0,0
13,7,4,clash_tap,473,523,0,312,510,821,0
13,7,4,0,0,0,0,0,0,0,0
119,7,5,0,0,0,0,0,0,0,0
119,7,5,match_this,542,531,0,240,509,716,0
67,7,5,0,0,0,0,0,0,0,0
133,7,5,0,0,0,0,0,0,0,0
119,7,6,0,0,0,0,0,0,0,0
81,7,6,0,0,0,0,0,0,0,0
67,7,6,0,0,0,0,0,0,0,0
67,7,6,clash_this,0,996,0,675,911,1088,0
141,7,7,match_tap,0,819,170,252,322,678,0
141,7,7,0,0,0,0,0,0,0,0
151,7,7,0,0,0,0,0,0,0,0
49,7,7,0,0,0,0,0,0,0,0
59,7,8,0,0,0,0,0,0,0,0
0,7,8,0,0,0,0,0,0,0,0
49,7,8,clash_tap,512,574,0,475,488,619,0
151,7,8,0,0,0,0,0,0,0,0
139,7,9,0,0,0,0,0,0,0,0
139,7,9,match_this,664,246,185,382,245,585,0
17,7,9,0,0,0,0,0,0,0,0
183,7,9,0,0,0,0,0,0,0,0
139,7,10,0,0,0,0,0,0,0,0
61,7,10,0,0,0,0,0,0,0,0
0,7,10,0,0,0,0,0,0,0,0
17,7,10,clash_this,0,666,137,367,567,1165,0
43,7,11,match_tap,0,815,0,294,237,736,0
0,7,11,0,0,0,0,0,0,0,0
3,7,11,0,0,0,0,0,0,0,0
197,7,11,0,0,0,0,0,0,0,0
157,7,12,0,0,0,0,0,0,0,0
43,7,12,0,0,0,0,0,0,0,0
197,7,12,clash_tap,0,470,370,216,261,1295,0
197,7,12,0,0,0,0,0,0,0,0
0,7,13,0,0,0,0,0,0,0,0
161,7,13,match_this,0,453,168,595,281,838,0
107,7,13,0,0,0,0,0,0,0,0
93,7,13,0,0,0,0,0,0,0,0
161,7,14,0,0,0,0,0,0,0,0
39,7,14,0,0,0,0,0,0,0,0
107,7,14,0,0,0,0,0,0,0,0
107,7,14,clash_this,0,905,201,548,389,739,0
191,7,15,match_tap,0,0,139,193,191,1030,0
0,7,15,0,0,0,0,0,0,0,0
167,7,15,0,0,0,0,0,0,0,0
33,7,15,0,0,0,0,0,0,0,0
9,7,16,0,0,0,0,0,0,0,0
191,7,16,0,0,0,0,0,0,0,0
33,7,16,clash_tap,909,381,0,362,194,178,0
33,7,16,0,0,0,0,0,0,0,0
0,7,17,0,0,0,0,0,0,0,0
57,7,17,match_this,662,219,99,435,455,187,0
173,7,17,0,0,0,0,0,0,0,0
27,7,17,0,0,0,0,0,0,0,0
143,7,18,0,0,0,0,0,0,0,0
143,7,18,0,0,0,0,0,0,0,0
0,7,18,0,0,0,0,0,0,0,0
173,7,18,clash_this,251,709,0,0,418,676,0
53,7,19,match_tap,411,161,131,422,197,541,0
53,7,19,0,0,0,0,0,0,0,0
107,7,19,0,0,0,0,0,0,0,0
93,7,19,0,0,0,0,0,0,0,0
147,7,20,0,0,0,0,0,0,0,0
53,7,20,0,0,0,0,0,0,0,0
107,7,20,0,0,0,0,0,0,0,0
93,7,20,0,0,0,0,0,0,0,0
147,7,21,0,0,0,0,0,0,0,0
147,7,21,match_this,0,0,119,209,484,878,0
185,7,21,0,0,0,0,0,0,0,0
15,7,21,0,0,0,0,0,0,0,0
147,7,22,0,0,0,0,0,0,0,0
53,7,22,0,0,0,0,0,0,0,0
0,7,22,0,0,0,0,0,0,0,0
185,7,22,clash_this,625,824,0,637,552,1463,0
27,7,23,match_tap,0,572,0,313,358,682,0
0,7,23,0,0,0,0,0,0,0,0
43,7,23,0,0,0,0,0,0,0,0
43,7,23,0,0,0,0,0,0,0,0
173,7,24,0,0,0,0,0,0,0,0
173,7,24,0,0,0,0,0,0,0,0
157,7,24,clash_tap,0,0,0,382,324,999,0
157,7,24,0,0,0,0,0,0,0,0
0,7,25,0,0,0,0,0,0,0,0
113,7,25,match_this,0,0,0,435,419,525,0
79,7,25,0,0,0,0,0,0,0,0
121,7,25,0,0,0,0,0,0,0,0
113,7,26,0,0,0,0,0,0,0,0
87,7,26,0,0,0,0,0,0,0,0
79,7,26,0,0,0,0,0,0,0,0
79,7,26,clash_this,0,747,163,447,471,968,0
3,7,27,0,0,0,0,0,0,0,0
0,7,27,0,0,0,0,0,0,0,0
33,7,27,0,0,0,0,0,0,0,0
33,7,27,0,0,0,0,0,0,0,0
197,7,28,0,0,0,0,0,0,0,0
3,7,28,0,0,0,0,0,0,0,0
167,7,28,clash_tap,0,0,0,117,864,772,0
0,7,28,0,0,0,0,0,0,0,0
127,7,29,0,0,0,0,0,0,0,0
73,7,29,0,0,0,0,0,0,0,0
7,7,29,0,0,0,0,0,0,0,0
193,7,29,0,0,0,0,0,0,0,0
127,7,30,0,0,0,0,0,0,0,0
73,7,30,0,0,0,0,0,0,0,0
7,7,30,0,0,0,0,0,0,0,0
7,7,30,clash_this,483,344,125,246,422,1119,0
153,7,31,match_tap,0,685,0,183,569,707,0
153,7,31,0,0,0,0,0,0,0,0
67,7,31,0,0,0,0,0,0,0,0
133,7,31,0,0,0,0,0,0,0,0
0,7,32,0,0,0,0,0,0,0,0
153,7,32,0,0,0,0,0,0,0,0
133,7,32,clash_tap,0,581,110,199,362,1025,0
133,7,32,0,0,0,0,0,0,0,0
0,7,33,0,0,0,0,0,0,0,0
21,7,33,match_this,0,786,179,450,418,246,0
23,7,33,0,0,0,0,0,0,0,0
23,7,33,0,0,0,0,0,0,0,0
21,7,34,0,0,0,0,0,0,0,0
179,7,34,0,0,0,0,0,0,0,0
0,7,34,0,0,0,0,0,0,0,0
177,7,34,clash_this,0,605,164,525,782,687,0
73,7,35,match_tap,0,1038,0,143,426,684,0
73,7,35,0,0,0,0,0,0,0,0
79,7,35,0,0,0,0,0,0,0,0
121,7,35,0,0,0,0,0,0,0,0
127,7,36,0,0,0,0,0,0,0,0
73,7,36,0,0,0,0,0,0,0,0
121,7,36,clash_tap,0,770,0,413,366,842,0
121,7,36,0,0,0,0,0,0,0,0
0,7,37,0,0,0,0,0,0,0,0
97,7,37,match_this,0,764,0,322,422,1173,0
37,7,37,0,0,0,0,0,0,0,0
163,7,37,0,0,0,0,0,0,0,0
97,7,38,0,0,0,0,0,0,0,0
103,7,38,0,0,0,0,0,0,0,0
0,7,38,0,0,0,0,0,0,0,0
37,7,38,clash_this,0,782,0,342,303,681,0
87,7,39,0,0,0,0,0,0,0,0
0,7,39,0,0,0,0,0,0,0,0
137,7,39,0,0,0,0,0,0,0,0
137,7,39,0,0,0,0,0,0,0,0
113,7,40,0,0,0,0,0,0,0,0
87,7,40,0,0,0,0,0,0,0,0
63,7,40,clash_tap,957,764,0,385,419,439,0
0,7,40,0,0,0,0,0,0,0,0
103,8,1,0,0,0,0,0,0,0,0
103,8,1,0,0,0,0,0,0,0,0
183,8,1,0,0,0,0,0,0,0,0
183,8,1,clash_this,1366,527,263,617,422,1042,0
103,8,2,0,0,0,0,0,0,0,0
103,8,2,match_this,0,667,138,391,323,0,0
183,8,2,0,0,0,0,0,0,0,0
183,8,2,0,0,0,0,0,0,0,0
81,8,3,0,0,0,0,0,0,0,0
81,8,3,0,0,0,0,0,0,0,0
13,8,3,clash_tap,0,685,212,479,273,1255,0
13,8,3,0,0,0,0,0,0,0,0
81,8,4,match_tap,1444,1577,177,910,1259,1701,0
81,8,4,0,0,0,0,0,0,0,0
13,8,4,0,0,0,0,0,0,0,0
13,8,4,0,0,0,0,0,0,0,0
119,8,5,0,0,0,0,0,0,0,0
119,8,5,0,0,0,0,0,0,0,0
67,8,5,0,0,0,0,0,0,0,0
67,8,5,clash_this,1375,0,0,661,160,1286,0
119,8,6,0,0,0,0,0,0,0,0
81,8,6,0,0,0,0,0,0,0,0
67,8,6,0,0,0,0,0,0,0,0
67,8,6,0,0,0,0,0,0,0,0
141,8,7,0,0,0,0,0,0,0,0
141,8,7,0,0,0,0,0,0,0,0
49,8,7,clash_tap,0,1291,424,840,858,0,0
49,8,7,0,0,0,0,0,0,0,0
141,8,8,match_tap,430,128,204,715,938,0,0
0,8,8,0,0,0,0,0,0,0,0
49,8,8,0,0,0,0,0,0,0,0
151,8,8,0,0,0,0,0,0,0,0
139,8,9,0,0,0,0,0,0,0,0
139,8,9,0,0,0,0,0,0,0,0
17,8,9,0,0,0,0,0,0,0,0
17,8,9,clash_this,0,0,0,348,496,0,0
139,8,10,0,0,0,0,0,0,0,0
139,8,10,match_this,0,0,201,678,519,593,0
0,8,10,0,0,0,0,0,0,0,0
17,8,10,0,0,0,0,0,0,0,0
43,8,11,0,0,0,0,0,0,0,0
0,8,11,0,0,0,0,0,0,0,0
197,8,11,clash_tap,0,643,162,359,343,1055,0
197,8,11,0,0,0,0,0,0,0,0
43,8,12,match_tap,0,0,243,681,248,1679,0
43,8,12,0,0,0,0,0,0,0,0
197,8,12,0,0,0,0,0,0,0,0
197,8,12,0,0,0,0,0,0,0,0
0,8,13,0,0,0,0,0,0,0,0
161,8,13,0,0,0,0,0,0,0,0
107,8,13,0,0,0,0,0,0,0,0
107,8,13,clash_this,0,0,0,392,151,1857,0
161,8,14,0,0,0,0,0,0,0,0
39,8,14,0,0,0,0,0,0,0,0
107,8,14,0,0,0,0,0,0,0,0
107,8,14,0,0,0,0,0,0,0,0
191,8,15,0,0,0,0,0,0,0,0
0,8,15,0,0,0,0,0,0,0,0
33,8,15,clash_tap,0,1682,114,638,502,1418,0
33,8,15,0,0,0,0,0,0,0,0
9,8,16,0,0,0,0,0,0,0,0
191,8,16,0,0,0,0,0,0,0,0
33,8,16,0,0,0,0,0,0,0,0
33,8,16,0,0,0,0,0,0,0,0
0,8,17,0,0,0,0,0,0,0,0
57,8,17,0,0,0,0,0,0,0,0
173,8,17,0,0,0,0,0,0,0,0
173,8,17,clash_this,0,479,0,0,0,1589,0
143,8,18,0,0,0,0,0,0,0,0
57,8,18,match_this,1160,514,481,676,0,220,0
0,8,18,0,0,0,0,0,0,0,0
173,8,18,0,0,0,0,0,0,0,0
53,8,19,0,0,0,0,0,0,0,0
53,8,19,0,0,0,0,0,0,0,0
93,8,19,clash_tap,0,1337,188,1565,901,309,0
93,8,19,0,0,0,0,0,0,0,0
53,8,20,match_tap,0,596,269,547,0,0,0
53,8,20,0,0,0,0,0,0,0,0
107,8,20,0,0,0,0,0,0,0,0
93,8,20,0,0,0,0,0,0,0,0
147,8,21,0,0,0,0,0,0,0,0
147,8,21,0,0,0,0,0,0,0,0
185,8,21,0,0,0,0,0,0,0,0
185,8,21,clash_this,0,0,0,331,508,370,0
147,8,22,0,0,0,0,0,0,0,0
147,8,22,match_this,327,1265,0,713,918,0,0
0,8,22,0,0,0,0,0,0,0,0
185,8,22,0,0,0,0,0,0,0,0
27,8,23,0,0,0,0,0,0,0,0
0,8,23,0,0,0,0,0,0,0,0
43,8,23,0,0,0,0,0,0,0,0
43,8,23,0,0,0,0,0,0,0,0
